Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Malta,4069515579,4088368978,4470446391,5448415500,6098092551,6416184181,6778324050,7925371475,9090406767,8696366907,9035932122,9638916481,9462238211,10551661177,11626281387,11091434484,11668286795,13505056442,15301279478,15719500921,14917038504,17189730470
Myanmar,6849321646,6220270632,6110632858,7754647428,9390855298,10588433069,11863016315,15591182545,23013015832,29455165595,37796052939,54118601975,58318677645,60572257122,63264892768,63045305229,60291736894,61449392056,67144725831,68697759361,78930257227,65067808985
Montenegro,984297589.4,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4143033276,4544516982,4087725813,4465771673,4593852089,4054728173,4376929572,4856602179,5506944403,5542201151,4780722122,5809170962
Mongolia,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11619892396,11181350461,11480847745,13178094459,14206359007,13312981595,15098022829
Mozambique,5656473652,5398568544,5677003239,6303391144,7631120533,8542070110,9176889070,10450843291,12556195189,11914471497,11104649065,14381552467,16350813487,16974314296,17716091057,15950979333,11936993087,13219079498,14845400593,15390031040,14028811072,16095828897
Mauritania,1779523344,1746064719,1777058593,2051147607,2362501023,2936019526,3919577286,4346206809,5206444407,4714592493,5628878866,6764627666,6728208836,7223071177,6592537782,6166863960,6398747532,6800135962,7352533586,7889655284,7915985514,8227580740
Mauritius,4663313620,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14181951059,14045808843,10926820603,11156657770
Malawi,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,8943543677,9880676219,11025370769,12172128470,12626718074
Malaysia,93789736842,92783947368,100845526316,110202368421,124749473684,143534102611,162691238209,193547824063,230813897716,202257625195,255016609233,297951960784,314443149443,323277158907,338061963396,301354803994,301255380276,319112136545,358791513221,365276379481,337006023790,372701358820
Namibia,3922247990,3557333364,3349184760,4926471294,6609198833,7248394160,8001779551,8839526452,8607475308,8938868165,11431334447,12523402329,13042007432,12043276397,12435416060,11335179562,10721994677,12895153160,13682062249,12543203411,10562637376,12236250784
New Caledonia,3420033047,3297734668,3740057133,4915355784,5895011252,6238632284,6979153332,8819922042,9067623001,8704436169,9364347372,10351442209,9659153061,10151385306,10635039739,8738205837,8724570250,9173668102,9846922416,9438130987,9435529927,N/A
Niger,2241753120,2448714681,2782192987,3394084885,3760443966,4383315657,4756361480,5731485267,7297600897,7352131669,7851191899,8772951262,9426913349,10224897935,10862944204,9683867894,10398862245,11185102400,12808660528,12916455161,13741378450,14950949875
Nigeria,69448756933,74030364472,95385819321,104911947834,136385979322,176134087150,236103982432,275625684969,339476215684,295008767295,361456622216,404993594134,455501524575,508692961937,546676374568,486803295098,404650006429,375746469539,397190484464,448120428859,432293776262,440776971536
Nicaragua,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6763361733,7423313549,8496946608,8298679909,8758639096,9774307336,10532006608,10982979274,11880434071,12756706583,13286083645,13785909906,13025239912,12596636042,12586941393,14013022092
Netherlands,417479337445,431586852370,473861980071,580070360702,658380081545,685348181516,733955269899,848558887541,951869997864,871518638049,847380859017,905270626333,838923319920,877172824535,892167986714,765572770634,784060430240,833869641687,914043438180,910194347569,913865395790,1018007056950
Norway,171247131269,173972218824,195524186478,228858506822,264511630667,308884284051,345581369966,400937100159,462250000000,386190385319,428757038467,498283438454,509506317147,522761531915,498410050251,385801550067,368827142857,398393955269,436999692591,404941363636,362198318435,482437019790
Nepal,5494252208,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,21573862467,21703106502,22162208956,22731602970,24360795411,24524098185,28971589213,33111525872,34186190996,33433670512,36288830373
Nauru,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47564520.39,66055407.67,96927201.48,98491843.64,104654365.2,86529661.37,99723394.96,109359680.2,124021393.7,118724073.8,114626625.6,133218896.9
New Zealand,52623281957,53872425917,66627729311,88250885550,103905210084,114720129550,111538810713,137188946866,133131369930,121373602349,146517541181,168291357112,176206659723,190906575136,201313497221,178064471138,188838342528,206623758800,211953111036,213434571358,211734532308,249991512237
Oman,19507452536,19452000520,20142756047,21633708192,24763712874,31081991678,37215779714,42085379454,60905452536,48388363589,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,73971391417,85868626528
Pakistan,82017743416,79484403985,79904985385,91760542940,107759683863,120055291993,137264061106,152385716312,170077814106,168152775283,177165635077,213587413184,224383620830,231218567179,244360888751,270556131701,313629858860,339205615769,356128224957,320909489230,300306331698,346343170486
Panama,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464400,54091713800,57907695400,62202725200,64929409200,66984427200,53977037000,63605065800
Peru,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,102170981144,120550599815,120822986521,147528937029,171761737047,192648999090,201175469114,200789362452,189805300842,191895943824,211007207484,222597212925,228323495041,201705055939,223249497500
Philippines,83669693589,78921234458,84307291974,87039145965,95002028505,107419961718,127652859201,155980378254,181624577155,175974711592,208368726861,234216930370,261920509951,283902728261,297483247101,306446140629,318626761493,328480867143,346842094175,376823278561,361751116293,394086419343
Palau,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000,257700000,N/A
Papua New Guinea,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8355006707,9545177014,11670840932,11619637799,14250755231,17984910502,21295659244,21261432791,23210682538,21723531173,20759069103,22742613554,24109509853,24751344561,24667052023,26594277246
Poland,172219461126,190905493539,199072058824,217827260806,255110181540,306144336270,344622003094,429028505365,533609081853,439737508413,479834179020,528301269070,498523568248,521016262735,542477096212,477811911394,472630364208,526508877305,587411745162,597280564672,596624355720,674048266397
Puerto Rico,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100925000000,104914600000,103138300000,N/A
Republic of Korea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Portugal,118605192877,121604107165,134795565549,165226175537,189382122532,197253876705,208756449276,240496147317,263416394624,244667762836,238113003233,245117990242,216224240578,226433858006,229901964222,199394066525,206426152309,221357874719,242313116578,239986922639,228539245045,249886464355
Paraguay,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615276690,22355161514,27129301212,33737052170,33296438306,38651334288,40377987209,36211372703,36089550659,38997129474,40225448341,37925338329,35432178068,38986810989
French Polynesia,3453920575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5325848045,5497037293,5833351478,6135117589,6008055248,5669368717,N/A
Qatar,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,115270054945,97798351648,125122306346,167775268614,186833502362,198727642979,206224598565,161739955578,151732181857,161099122215,183334953813,175837550996,144411363345,179570783551
Romania,37253259017,40394824679,46066101951,57806506024,74972669057,98452791983,122022997508,174585202805,214313628965,174103695930,166309355235,183326740143,170635805317,190801346194,199959363430,177729210875,188128818486,211695422579,241457403085,249881592298,249511333648,284087563696
Russian Federation,259710142197,306602070621,345470494418,430347770732,591016690743,764017107992,989930542279,1299705764824,1660846387625,1222644282202,1524917468442,2045925608274,2208295773643,2292473246621,2059241965491,1363481063447,1276786979222,1574199387071,1657329646184,1693113904263,1488321875490,1775799919353
Rwanda,2067579822,1965500949,1964832512,2137156727,2375376873,2932340855,3318107347,4068224991,5177230923,5671592572,6121529488,6881379762,7650671477,7815975294,8234762201,8539424910,8690878328,9252834120,9642440646,10356327149,10184345442,11070356519
Saudi Arabia,189514926213,184137469733,189605920240,215807655253,258742263040,328459700115,376900135728,415964583055,519796738640,429097899280,528207332650,671238840108,735974843349,746647127408,756350347320,654269739552,644935682011,688586094413,816578674529,803616264791,703367841223,833541236569
Sudan,12257418326,15716489370,18136839087,21355576673,26645490675,35182105414,45264519503,59440139775,64831935604,58316191440,74151186600,78403418360,63195499524,66026600235,76818327442,84985132167,102943741649,129717804935,32333780383,32338079165,26987563444,34326058557
Senegal,6013184809,6507824767,7006402592,8768721956,10076817278,11009032665,11697918803,13994218939,16853991177,16145868285,16121314671,17814284622,17660871726,18918668644,19797254643,17774766636,19040312815,20996564752,23116897847,23398811424,24493157583,27625388352
Singapore,96074477958,89794943350,92537752709,97645448284,115035498758,127807618361,148630373214,180941941477,193611986713,194152286009,239809387605,279351168707,295087220933,307576360585,314851156183,308004146058,318832428520,343193352162,376998146501,375472731271,345295933899,396986899888
Solomon Islands,419845231.8,409507389.2,346405301.7,352531728.4,397557524,476836691.1,538614679,620211238.9,699203616.5,735997355.7,846767635.9,1049889692,1191045573,1284763287,1335584912,1307082934,1378543909,1483793468,1574622018,1570093229,1545888426,1645213882
Sierra Leone,635874002.2,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3719369107,4085114794,4076578543,4063289450,4200380124
El Salvador,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000,24638720000,28736940000
Somalia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,4574495667,5021956321,5331761394,5529873480,5609000000,5850677296,6476674592,6965285325,7292721820
Serbia,6875845987,12960538724,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062206678,39655958843,40692643373,44179055280,50640650221,51514222382,53335016425,63068134601
South Sudan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,N/A,N/A,N/A,N/A,N/A,N/A
Sao Tome and Principe,N/A,75951210.69,85171308.17,102085583.5,114582561.6,136450274.7,142775597.3,149146423.1,188021190.6,187820464.6,196652514.3,231489270.1,250680845.7,300554483.6,346528329.2,316066072.3,345495615,375614126.2,412253809.7,427425039.7,472914469.9,547092915
Suriname,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793388732,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,5126291451,3317438911,3591623596,3996247906,3984483762,2884248048,2862131980
Slovakia,29242558797,30778781607,35297794386,46919965224,57437444469,62808723477,70767338922,86563986799,100879902985,89399303222,90801178162,99492917849,94253181330,98569320343,101089178418,88636928905,89674927723,95393515078,105612792517,105284375641,105172564492,114870706410
Slovenia,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,49997186439,43107506024,44766722791,48589100043,54163591695,54178877606,53589609581,61526331889
Sweden,262835454367,242395852494,266849061836,334337212322,385118044877,392218088879,423093437424,491252589217,517706149201,436537014294,495812558843,574094112973,552483727283,586841821797,581964017237,505103781350,515654671470,541018749769,555455371487,533879529188,541487151475,627437898887
Seychelles,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969940010.2,1065823923,1059496470,1328089686,1387577763,1415998663,1490226454,1573428277,1636310049,1684228529,1200634489,1320053793
Syrian Arab Republic,80590022272,86771314031,90558485523,95693808463,112863340757,134203830735,153799910913,180030111359,218089977728,224561692650,252518218263,73616694709,44117799607,22552466245,22075987602,17622064892,12453459335,16340665432,21445775364,N/A,N/A,N/A
Turks and Caicos Islands,N/A,358744800,366707910,409753640,485598810,578645760,721891470,773489740,862683630,703175750,686787810,728789570,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000,943269768
Chad,1388506727,1710843361,1997005787,2742815195,4422855929,6649307057,7428701809,8650138069,10393834721,9290728773,10668102735,12172309523,12367363678,12953535496,13940768066,10950392220,10097778354,10000395242,11239167048,11314951343,10715396135,11779980802
Togo,1491891108,1482437752,1706698099,2115836353,2259992642,2281482855,2351584608,2662612348,3323677130,3379258565,3429461495,3872459250,3873308389,4321655656,4574986537,4180866177,6031632168,6395472574,7112200725,7220395248,7574636979,8413200568
Thailand,126392233707,120296476180,134300851255,152280677649,172895749632,189318549680,221758196505,262942476722,291382991178,281710416557,341104820155,370819140947,397558222957,420333203150,407339454061,401296437425,413366150656,456356961443,506754616189,544081056185,499681757031,505981655622
Tajikistan,860521119.3,1080768907,1221120799,1555301496,2076182461,2312327536,2830220713,3719506173,5161337336,4979481980,5642178580,6522732203,7633049792,8448469838,9112544556,8271454301,6992393787,7536439875,7765014424,8300784857,8133996648,8746270636
Turkmenistan,2904662605,3534803922,4461978499,5977560877,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45231428571,N/A,N/A
Timor-Leste,367087900,477443500,469506700,490439100,440764600,462283600,453805100,542795400,648492700,726882400,881827800,1042411500,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800,1959134744
Tonga,204849612.6,181116952.8,182763693.9,202246959.7,230657965.5,261797606.1,292232117.1,298513956.2,344428609,312377379.3,366840012.4,414523388.5,470714083.4,450643615.2,439878828,437006227.2,420540178.6,460379145,489235527.4,512350059.4,488829964.1,N/A
Trinidad and Tobago,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25781712703,27294453245,27642525749,25191551350,22373566810,23180107752,23820742957,23886216403,21392536138,21391802311
Tunisia,21473261837,22066031834,23142153760,27453007373,31183059012,32273007554,34377310293,38914078352,44860969077,43454935940,46206091938,48122744708,47311159485,48684187850,50271072628,45780128467,44360614525,42164007605,42685972269,41772900763,42514151614,46840042941
Turkey,274302959053,201751148417,240253216295,314592428076,408876042652,506308311477,557057829051,681337335022,770462156204,649272568774,776992599947,838762755164,880556375780,957783020853,938952628604,864316670331,869692960366,858996263096,778471901665,761004425605,719954821683,815271751724
United Republic of Tanzania,13375976354,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57003713611,61136873692,62409709111,67775101794
Uganda,6193246837,5840503869,6178563591,6606884391,7939487474,9239221859,9977647645,11902564401,14440404021,25127805566,26673441667,27871725206,27305915761,28915786997,32612397758,32387183845,29203988815,30744473912,32927025573,35353060634,37600368181,40434701517
Ukraine,32375280321,39309580983,43956369917,52010238716,67220154164,89239370109,111884752475,148733861386,188111140644,121552777493,141209864408,169333048848,182592416469,190498811460,133503411376,91030959455,93355993629,112090530369,130891049797,153882982016,156617861449,200085537744
Uruguay,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,57236652490,64233966861,64515038268,61231149881,53560755047,59319547636
United States of America,10250947997000,10581929774000,10929112955000,11456442041000,12217193198000,13039199193000,13815586948000,14474226905000,14769857911000,14478064934000,15048964444000,15599728123000,16253972230000,16843190993000,17550680174000,18206020741000,18695110842000,19479620056000,20527156026000,21372572437000,20893743833000,22996100000000
Uzbekistan,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180036692,80845384375,86196265192,86138288615,62081323299,52633143808,59907674027,59894305353,69238903106
Saint Vincent and the Grenadines,427946038.7,462072315.6,487763848.9,509090899.1,549900170.1,579948909.3,643501156.9,713596662.2,732663263.5,714300243.8,720447880.2,713796368.7,730032600.1,764781242.7,770901436.4,786554580.8,814302267.1,847620214.8,884328180.5,910149698.9,872134546.8,889775243.4
Venezuela,97976886247,117140723529,122903960205,92893587734,83620628582,112453382330,145510008135,183477522124,230364012576,315953388511,329787628928,393192354511,316482190800,381286237848,371005379787,482359318768,N/A,N/A,N/A,N/A,N/A,N/A
CV,31172518403,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,106014659770,147198853579,172595960458,195592471673,213710932339,233449971629,239257234711,257095955976,281353402175,308702086758,330391329476,343242570827,362637524071
Vanuatu,272014693.1,257926881.7,262596597.8,314471328.1,364996869.1,394962552.3,439376794.1,516392922.5,590748237,592622502.4,670713208.1,770153304.2,747839697.7,758304466.2,772315721.3,730870581.7,780889605.9,880062103,914736985.4,936526267.6,896827873.1,983469256.8
Samoa,258856138.7,266299603.5,281793614.9,333428714.4,407749576.9,476801791.1,499923741.4,573548460.4,641346174.9,628006123.3,663161528.4,737401684.1,760549577.7,770059565,756805950.2,788307314.9,799493897.5,832025556.1,821286938.9,852007104.7,807147527.6,788389971.6
Yemen,7641102523,9652436180,9861560095,10694628092,11777966673,13872791659,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417212,35401341663,40415235702,43228585321,42444495590,31317828584,26842231205,21606161066,21887614217,18840511908
South Africa,151753369492,135429607037,129088132202,197020241490,255806631392,288868489079,303860874149,333075462600,316132138757,329753048857,417365076968,458201514137,434400545086,400886013596,381198869776,346709790459,323585509674,381448814653,404842116738,387934574098,335442101366,419946428126
Zambia,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311590297,23308667781,18110631358,21203059080
Zimbabwe,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,18115543791,19284289739,18051170799,26217726717
